"TIME","GEO","INDIC_EM","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2011","Turkey","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","550",""
"2011","Turkey","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","23.7",""
"2011","Turkey","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.1",""
"2012","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","11 115",""
"2012","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","44.3",""
"2012","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.6",""
"2012","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","10 926",""
"2012","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","44.1",""
"2012","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.6",""
"2012","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","8 810",""
"2012","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","43.6",""
"2012","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.6",""
"2012","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","8 331",""
"2012","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","46.2",""
"2012","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.2",""
"2012","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","8 234",""
"2012","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","46.2",""
"2012","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.2",""
"2012","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","8 153",""
"2012","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","46.2",""
"2012","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.2",""
"2012","Belgium","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","165",""
"2012","Belgium","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","44.6",""
"2012","Belgium","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.4",""
"2012","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","226",""
"2012","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","55.2",""
"2012","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.8",""
"2012","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","159",""
"2012","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","43.4",""
"2012","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.0",""
"2012","Denmark","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","61",""
"2012","Denmark","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","28.0",""
"2012","Denmark","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.1",""
"2012","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 003",""
"2012","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","45.1",""
"2012","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.4",""
"2012","Estonia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","37",""
"2012","Estonia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","54.7",""
"2012","Estonia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.5",""
"2012","Ireland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","193",""
"2012","Ireland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","61.2",""
"2012","Ireland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","9.0",""
"2012","Greece","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","706",""
"2012","Greece","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","59.1",""
"2012","Greece","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","14.5",""
"2012","Spain","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","2 578",""
"2012","Spain","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","44.4",""
"2012","Spain","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","11.0",""
"2012","France","Long-term unemployment","From 15 to 74 years","Total","Thousand persons",":",""
"2012","France","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment",":",""
"2012","France","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.1","e"
"2012","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 060",""
"2012","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","39.6",""
"2012","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.7",""
"2012","Croatia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","189",""
"2012","Croatia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","63.7",""
"2012","Croatia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","10.2",""
"2012","Italy","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 415",""
"2012","Italy","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","52.6",""
"2012","Italy","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.6",""
"2012","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","15",""
"2012","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","30.1",""
"2012","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.6",""
"2012","Latvia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","81",""
"2012","Latvia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","52.1",""
"2012","Latvia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","7.8",""
"2012","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","97",""
"2012","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","49.2",""
"2012","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.6",""
"2012","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","4",""
"2012","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","30.3",""
"2012","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.6",""
"2012","Hungary","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","214",""
"2012","Hungary","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","45.3",""
"2012","Hungary","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.0",""
"2012","Malta","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","6",""
"2012","Malta","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","48.5",""
"2012","Malta","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.1",""
"2012","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","170",""
"2012","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","32.9",""
"2012","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.9",""
"2012","Austria","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","52",""
"2012","Austria","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","24.9",""
"2012","Austria","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.2",""
"2012","Poland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","706",""
"2012","Poland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","40.3",""
"2012","Poland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.1",""
"2012","Portugal","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","408",""
"2012","Portugal","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","48.8",""
"2012","Portugal","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","7.7",""
"2012","Romania","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","277",""
"2012","Romania","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","44.2",""
"2012","Romania","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.0",""
"2012","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","43",""
"2012","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","47.9",""
"2012","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.3",""
"2012","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","254",""
"2012","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","67.3",""
"2012","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","9.4",""
"2012","Finland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","44",""
"2012","Finland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","21.2",""
"2012","Finland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.6",""
"2012","Sweden","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","74",""
"2012","Sweden","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","18.3",""
"2012","Sweden","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.5",""
"2012","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","878",""
"2012","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","34.7",""
"2012","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.7",""
"2012","Iceland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","3",""
"2012","Iceland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","25.1",""
"2012","Iceland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.5",""
"2012","Norway","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","16",""
"2012","Norway","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","18.8",""
"2012","Norway","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","0.6",""
"2012","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","67",""
"2012","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","32.7",""
"2012","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.5",""
"2012","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","240",""
"2012","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","82.1",""
"2012","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","25.5",""
"2012","Turkey","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","484",""
"2012","Turkey","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","22.0",""
"2012","Turkey","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.8",""
"2013","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","12 314",""
"2013","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","47.1",""
"2013","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.1",""
"2013","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","12 112",""
"2013","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","46.9",""
"2013","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.1",""
"2013","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","9 919",""
"2013","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","46.8",""
"2013","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.2",""
"2013","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","9 428",""
"2013","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","49.5",""
"2013","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.9",""
"2013","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","9 354",""
"2013","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","49.5",""
"2013","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.9",""
"2013","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","9 296",""
"2013","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","49.5",""
"2013","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.9",""
"2013","Belgium","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","192",""
"2013","Belgium","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","46.0",""
"2013","Belgium","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.9",""
"2013","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","250",""
"2013","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","57.3",""
"2013","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","7.4",""
"2013","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","160",""
"2013","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","43.4",""
"2013","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.0",""
"2013","Denmark","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","51",""
"2013","Denmark","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","25.5",""
"2013","Denmark","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.8",""
"2013","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","968",""
"2013","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","44.4",""
"2013","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.3",""
"2013","Estonia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","26",""
"2013","Estonia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","44.5",""
"2013","Estonia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.8",""
"2013","Ireland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","169",""
"2013","Ireland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","59.9",""
"2013","Ireland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","7.8",""
"2013","Greece","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","893",""
"2013","Greece","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","67.1",""
"2013","Greece","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","18.5",""
"2013","Spain","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","3 006",""
"2013","Spain","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","49.7",""
"2013","Spain","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","13.0",""
"2013","France","Long-term unemployment","From 15 to 74 years","Total","Thousand persons",":",""
"2013","France","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment",":",""
"2013","France","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.4","e"
"2013","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 142",""
"2013","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","40.2",""
"2013","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.0",""
"2013","Croatia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","202",""
"2013","Croatia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","63.6",""
"2013","Croatia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","11.0",""
"2013","Italy","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 730",""
"2013","Italy","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","56.4",""
"2013","Italy","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.9",""
"2013","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","26",""
"2013","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","38.3",""
"2013","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.1",""
"2013","Latvia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","58",""
"2013","Latvia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","48.4",""
"2013","Latvia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.7",""
"2013","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","74",""
"2013","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","42.9",""
"2013","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.1",""
"2013","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","5",""
"2013","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","30.4",""
"2013","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.8",""
"2013","Hungary","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","214",""
"2013","Hungary","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","48.6",""
"2013","Hungary","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.9",""
"2013","Malta","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","5",""
"2013","Malta","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","45.7",""
"2013","Malta","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.9",""
"2013","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","226",""
"2013","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","34.9",""
"2013","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.5",""
"2013","Austria","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","57",""
"2013","Austria","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","24.6",""
"2013","Austria","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.3",""
"2013","Poland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","761",""
"2013","Poland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","42.5",""
"2013","Poland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.4",""
"2013","Portugal","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","482",""
"2013","Portugal","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","56.4",""
"2013","Portugal","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","9.3",""
"2013","Romania","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","295",""
"2013","Romania","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","45.2",""
"2013","Romania","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.2",""
"2013","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","52",""
"2013","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","51.0",""
"2013","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.2",""
"2013","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","271",""
"2013","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","70.2",""
"2013","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","10.0",""
"2013","Finland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","45",""
"2013","Finland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","20.6",""
"2013","Finland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.7",""
"2013","Sweden","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","73",""
"2013","Sweden","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","17.7",""
"2013","Sweden","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.4",""
"2013","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","880",""
"2013","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","36.1",""
"2013","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.7",""
"2013","Iceland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","2",""
"2013","Iceland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","18.2",""
"2013","Iceland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.0",""
"2013","Norway","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","18",""
"2013","Norway","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","19.8",""
"2013","Norway","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","0.7",""
"2013","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","68",""
"2013","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","31.1",""
"2013","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.5",""
"2013","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","228",""
"2013","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","82.3",""
"2013","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","23.9",""
"2013","Turkey","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","527",""
"2013","Turkey","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","21.6",""
"2013","Turkey","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.9",""
"2014","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","12 140",""
"2014","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","49.3",""
"2014","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.0",""
"2014","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","11 950",""
"2014","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","49.2",""
"2014","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.0",""
"2014","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","10 003",""
"2014","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","49.5",""
"2014","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.2",""
"2014","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","9 649",""
"2014","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","52.3",""
"2014","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.0",""
"2014","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","9 579",""
"2014","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","52.3",""
"2014","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.1",""
"2014","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","9 532",""
"2014","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","52.4",""
"2014","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.1",""
"2014","Belgium","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","211",""
"2014","Belgium","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","49.9",""
"2014","Belgium","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.3",""
"2014","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","232",""
"2014","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","60.4",""
"2014","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.9",""
"2014","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","141",""
"2014","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","43.5",""
"2014","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.7",""
"2014","Denmark","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","48",""
"2014","Denmark","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","25.2",""
"2014","Denmark","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.7",""
"2014","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","919",""
"2014","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","44.0",""
"2014","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.2",""
"2014","Estonia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","22",""
"2014","Estonia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","45.3",""
"2014","Estonia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.3",""
"2014","Ireland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","141",""
"2014","Ireland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","58.2",""
"2014","Ireland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.6",""
"2014","Greece","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","937",""
"2014","Greece","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","73.5",""
"2014","Greece","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","19.5",""
"2014","Spain","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","2 965",""
"2014","Spain","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","52.8",""
"2014","Spain","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","12.9",""
"2014","France","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 332",""
"2014","France","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","43.9",""
"2014","France","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.5",""
"2014","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 213",""
"2014","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","42.5",""
"2014","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.2",""
"2014","Croatia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","191",""
"2014","Croatia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","58.3",""
"2014","Croatia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","10.1",""
"2014","Italy","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 966",""
